"","imd","job_status","english_lang","uk_born","gross_income","qualification","own_home","workingstatus","ethnicity","sex","age","predicted_prob","p_age","p_sex","p_ethn","p_workstatus","p_own_home","p_qual","p_income","p_uk","p_english","p_job","p_imd","product_p"
"125","1","higher","Yes","Yes","<10000",">=level 2","No","Yes","BME","Male","16-44",0.2636883395031,0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.167,0.0186228267916515,5.48396777207526e-06
"126","1","intermediate","Yes","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.1421674613044,0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.6537,0.276,0.0186228267916515,1.91520880103972e-05
"127","1","lower","Yes","Yes",">=10000",">=level 2","No","Yes","White","Male","16-44",0.316179714047942,0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.463,0.6537,0.557,0.0186228267916515,7.05503775228742e-05
"128","1","lower","Yes","No",">=10000","<=Level 1","No","No","BME","Female",">=45",0.669561091723649,0.36,0.46,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.557,0.0186228267916515,3.82697084710998e-05
"129","1","lower","No","Yes","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.661715946756858,0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.557,0.0186228267916515,1.4369551018634e-06
"130","1","intermediate","No","No","<10000","<=Level 1","No","No","White","Male",">=45",0.722095838092234,0.36,0.54,0.3,0.35,0.65,0.43,0.1,0.553,0.3463,0.276,0.0186228267916515,5.61564545583119e-07
"131","1","higher","No","Yes","<10000","<=Level 1","Yes","Yes","White","Male","16-44",0.5379833287271,0.64,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.167,0.0186228267916515,5.05755253633757e-07
"132","1","intermediate","No","Yes","<10000","<=Level 1","No","No","BME","Female",">=45",0.736427678035635,0.36,0.46,0.7,0.35,0.65,0.43,0.1,0.463,0.3463,0.276,0.0186228267916515,9.34536778545809e-07
"133","1","lower","No","Yes",">=10000","<=Level 1","Yes","No","White","Female",">=45",0.685155659050333,0.36,0.46,0.3,0.35,0.35,0.43,0.9,0.463,0.3463,0.557,0.0186228267916515,3.9170843401757e-06
"134","1","higher","Yes","No","<10000",">=level 2","No","No","White","Male","16-44",0.18450030902072,0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.0186228267916515,1.51153057548976e-06
"135","1","lower","No","Yes","<10000","<=Level 1","No","No","White","Male","16-44",0.735091803016263,0.64,0.54,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.557,0.0186228267916515,1.68686033697008e-06
"136","1","intermediate","Yes","No","<10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.468748961756772,0.64,0.54,0.7,0.65,0.35,0.43,0.1,0.553,0.6537,0.276,0.0186228267916515,4.3972375981156e-06
"137","1","lower","No","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.40385864233396,0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.557,0.0186228267916515,2.04755816913218e-05
"138","1","higher","No","No",">=10000",">=level 2","Yes","No","White","Male","16-44",0.248898026144469,0.64,0.54,0.3,0.35,0.35,0.57,0.9,0.553,0.3463,0.167,0.0186228267916515,3.88050404353944e-06
"139","1","lower","Yes","No","<10000","<=Level 1","No","Yes","White","Male",">=45",0.703060136548419,0.36,0.54,0.3,0.65,0.65,0.43,0.1,0.553,0.6537,0.557,0.0186228267916515,3.97298659371667e-06
"140","1","intermediate","Yes","No",">=10000","<=Level 1","Yes","No","White","Female",">=45",0.365611926651839,0.36,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.6537,0.276,0.0186228267916515,4.37609703274005e-06
"141","1","higher","Yes","Yes",">=10000","<=Level 1","Yes","Yes","White","Female","16-44",0.269330583272594,0.64,0.46,0.3,0.65,0.35,0.43,0.9,0.463,0.6537,0.167,0.0186228267916515,7.31935779565781e-06
"142","1","intermediate","No","No","<10000",">=level 2","Yes","Yes","White","Male",">=45",0.442039302209585,0.36,0.54,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,7.44399513912506e-07
"143","1","intermediate","Yes","Yes","<10000","<=Level 1","Yes","No","White","Female","16-44",0.28223517344241,0.64,0.46,0.3,0.35,0.35,0.43,0.1,0.463,0.6537,0.276,0.0186228267916515,7.23731985322221e-07
"144","1","lower","Yes","No",">=10000",">=level 2","No","Yes","White","Female",">=45",0.385069362020714,0.36,0.46,0.3,0.65,0.65,0.57,0.9,0.553,0.6537,0.557,0.0186228267916515,4.03766311966089e-05
"145","1","higher","No","Yes","<10000","<=Level 1","Yes","No","White","Female","16-44",0.441657958224137,0.64,0.46,0.3,0.35,0.35,0.43,0.1,0.463,0.3463,0.167,0.0186228267916515,2.31984603518618e-07
"146","1","intermediate","No","Yes","<10000",">=level 2","Yes","No","BME","Female",">=45",0.411770879851673,0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.463,0.3463,0.276,0.0186228267916515,6.67048612951302e-07
"147","1","intermediate","No","No","<10000",">=level 2","Yes","No","White","Male","16-44",0.300794689595032,0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,7.1258756887351e-07
"148","1","intermediate","No","No","<10000",">=level 2","Yes","No","White","Female",">=45",0.349883270234429,0.36,0.46,0.3,0.35,0.35,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,3.41448210085224e-07
"149","1","lower","No","No",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.74140105721519,0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,8.68865144138325e-06
"150","1","higher","Yes","No","<10000",">=level 2","Yes","No","BME","Female",">=45",0.21828811149372,0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.6537,0.167,0.0186228267916515,9.09986623171452e-07
"151","1","lower","No","No","<10000","<=Level 1","No","Yes","BME","Female",">=45",0.865589121051402,0.36,0.46,0.7,0.65,0.65,0.43,0.1,0.553,0.3463,0.557,0.0186228267916515,4.18342476807342e-06
"152","1","higher","Yes","Yes",">=10000",">=level 2","Yes","No","White","Female",">=45",0.140816062743125,0.36,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.6537,0.167,0.0186228267916515,2.93870906129329e-06
"153","1","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","No","BME","Male",">=45",0.475548443471987,0.36,0.54,0.7,0.35,0.35,0.43,0.9,0.463,0.6537,0.276,0.0186228267916515,1.0035881307335e-05
"154","1","intermediate","No","No",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.414795332214582,0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.0186228267916515,6.69959562521256e-06
"155","1","intermediate","No","Yes","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.527876152849859,0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.276,0.0186228267916515,7.12028021749188e-07
"156","1","intermediate","No","Yes","<10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.704354949572308,0.36,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.3463,0.276,0.0186228267916515,9.34536778545809e-07
"157","1","higher","No","Yes",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.414420034641313,0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.463,0.3463,0.167,0.0186228267916515,2.08786143166756e-06
"158","1","lower","No","Yes",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.533902754674328,0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.557,0.0186228267916515,1.13201078136495e-05
"159","1","higher","Yes","No",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.411311523720637,0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,6.17833023100618e-06
"160","1","higher","No","Yes",">=10000",">=level 2","No","Yes","White","Male","16-44",0.347114022874502,0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.463,0.3463,0.167,0.0186228267916515,1.120558733051e-05
"161","1","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.477060088308911,0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.463,0.6537,0.276,0.0186228267916515,1.58768704280062e-05
"162","1","lower","No","No",">=10000","<=Level 1","Yes","No","White","Female",">=45",0.702012973139897,0.36,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,4.67850462228329e-06
"163","1","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","No","White","Male","16-44",0.298513439356024,0.64,0.54,0.3,0.35,0.35,0.43,0.9,0.463,0.6537,0.276,0.0186228267916515,7.64638575796956e-06
"164","1","higher","Yes","No","<10000",">=level 2","No","Yes","BME","Female","16-44",0.242714848626069,0.64,0.46,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.0186228267916515,5.57960051940047e-06
"165","1","intermediate","Yes","Yes",">=10000","<=Level 1","No","No","White","Male",">=45",0.478912607576724,0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.276,0.0186228267916515,7.98774226502177e-06
"166","1","higher","Yes","No",">=10000","<=Level 1","No","Yes","White","Male",">=45",0.510398760561,0.36,0.54,0.3,0.65,0.65,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,1.07206442555766e-05
"167","1","lower","No","No",">=10000",">=level 2","No","No","White","Female","16-44",0.442739193617159,0.64,0.46,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.0186228267916515,2.04755816913218e-05
"168","1","lower","No","No",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.726149768526879,0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,2.27822833780752e-05
"169","1","lower","No","No",">=10000",">=level 2","No","No","BME","Female",">=45",0.628654747324783,0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.0186228267916515,2.68742009698598e-05
"170","1","higher","No","No","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.360571182713384,0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.167,0.0186228267916515,3.83687403775891e-07
"171","1","lower","No","No",">=10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.727353223323573,0.64,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,3.60418133864787e-05
"172","1","lower","Yes","Yes",">=10000",">=level 2","No","Yes","White","Female","16-44",0.276540839214818,0.64,0.46,0.3,0.65,0.65,0.57,0.9,0.463,0.6537,0.557,0.0186228267916515,6.00984697417076e-05
"173","1","intermediate","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Female","16-44",0.235271889126738,0.64,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.276,0.0186228267916515,6.94854838665345e-05
"174","1","lower","No","No",">=10000","<=Level 1","No","Yes","BME","Male","16-44",0.821604793279906,0.64,0.54,0.7,0.65,0.65,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,7.85756304264225e-05
"175","1","intermediate","No","Yes",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.451149395836643,0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.463,0.3463,0.276,0.0186228267916515,3.45059733616914e-06
"176","1","lower","Yes","No","<10000",">=level 2","No","No","White","Male","16-44",0.314939877976456,0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.557,0.0186228267916515,5.04145227872932e-06
"177","1","intermediate","No","Yes",">=10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.720539112846587,0.36,0.54,0.7,0.65,0.35,0.43,0.9,0.463,0.3463,0.276,0.0186228267916515,9.87358422550572e-06
"178","1","intermediate","No","Yes","<10000",">=level 2","Yes","No","White","Male","16-44",0.284377396039657,0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.463,0.3463,0.276,0.0186228267916515,5.96614908478183e-07
"179","1","intermediate","No","No",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.567085323238141,0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.276,0.0186228267916515,8.9850327293299e-06
"180","1","lower","Yes","Yes","<10000",">=level 2","No","No","White","Male",">=45",0.391218368911639,0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.463,0.6537,0.557,0.0186228267916515,2.37429155125057e-06
"181","1","higher","No","Yes",">=10000","<=Level 1","No","No","White","Female","16-44",0.502499751988984,0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.167,0.0186228267916515,3.87745694452547e-06
"182","1","lower","No","No",">=10000",">=level 2","Yes","Yes","BME","Male",">=45",0.6358486062398,0.36,0.54,0.7,0.65,0.35,0.57,0.9,0.553,0.3463,0.557,0.0186228267916515,3.15479750515746e-05
"183","1","higher","No","Yes","<10000","<=Level 1","No","No","White","Male","16-44",0.577272581511308,0.64,0.54,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.167,0.0186228267916515,5.05755253633757e-07
"184","1","intermediate","Yes","Yes","<10000",">=level 2","No","No","BME","Female",">=45",0.299519310984799,0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.6537,0.276,0.0186228267916515,2.33845378396991e-06
"185","1","higher","Yes","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.308444682387673,0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.6537,0.167,0.0186228267916515,9.71347458842997e-07
"186","1","higher","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.445040861778221,0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,3.78825508948769e-05
"187","1","intermediate","No","Yes","<10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.742389263874331,0.36,0.54,0.7,0.65,0.35,0.43,0.1,0.463,0.3463,0.276,0.0186228267916515,1.09706491394508e-06
"188","1","intermediate","Yes","No",">=10000","<=Level 1","No","No","White","Female",">=45",0.451313107844553,0.36,0.46,0.3,0.35,0.65,0.43,0.9,0.553,0.6537,0.276,0.0186228267916515,8.12703734651723e-06
"189","1","lower","No","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.791989064257211,0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,6.69347962891747e-05
"190","1","higher","No","Yes","<10000","<=Level 1","No","No","BME","Male",">=45",0.74423341723986,0.36,0.54,0.7,0.35,0.65,0.43,0.1,0.463,0.3463,0.167,0.0186228267916515,6.63803770394306e-07
"191","1","intermediate","Yes","Yes","<10000","<=Level 1","Yes","Yes","White","Male",">=45",0.466930013482518,0.36,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.6537,0.276,0.0186228267916515,8.87526918335752e-07
"192","1","lower","Yes","No",">=10000",">=level 2","No","No","White","Female","16-44",0.253749693780219,0.64,0.46,0.3,0.35,0.65,0.57,0.9,0.553,0.6537,0.557,0.0186228267916515,3.86511341369248e-05
"193","1","intermediate","No","No","<10000",">=level 2","No","Yes","BME","Male","16-44",0.512698234577356,0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,5.73463329236301e-06
"194","1","higher","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.507028629167481,0.36,0.54,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,1.34695273980321e-05
"195","1","lower","Yes","Yes","<10000",">=level 2","No","Yes","BME","Female",">=45",0.476543128141557,0.36,0.46,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.557,0.0186228267916515,8.76436017066569e-06
"196","1","intermediate","Yes","No","<10000",">=level 2","No","No","White","Female","16-44",0.178468796561448,0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.0186228267916515,2.12800977893302e-06
"197","1","intermediate","No","No","<10000",">=level 2","Yes","No","BME","Female",">=45",0.431112109961581,0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,7.96712490198855e-07
"198","1","lower","No","No","<10000",">=level 2","No","No","BME","Female","16-44",0.555636487395852,0.64,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.3463,0.557,0.0186228267916515,5.30848414219454e-06
"199","1","intermediate","Yes","Yes","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.537733184741367,0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.463,0.6537,0.276,0.0186228267916515,6.83724440791987e-06
"200","1","higher","Yes","No","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.520203873186697,0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.6537,0.167,0.0186228267916515,4.94120229063611e-06
"201","1","higher","Yes","No",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.246930848134375,0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,4.70729922362375e-06
"202","1","intermediate","Yes","No","<10000",">=level 2","No","No","BME","Male","16-44",0.2700797887429,0.64,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.0186228267916515,5.82889635099045e-06
"203","1","lower","Yes","Yes","<10000","<=Level 1","No","No","White","Male","16-44",0.542882341507379,0.64,0.54,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.557,0.0186228267916515,3.18423506288576e-06
"204","1","intermediate","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.402561669434478,0.64,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.276,0.0186228267916515,3.13617193639629e-06
"205","1","higher","Yes","No",">=10000","<=Level 1","No","Yes","White","Male","16-44",0.407897388519682,0.64,0.54,0.3,0.65,0.65,0.43,0.9,0.553,0.6537,0.167,0.0186228267916515,1.9058923121025e-05
"206","1","higher","No","No",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.530032341247642,0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.167,0.0186228267916515,5.4365958905728e-06
"207","1","lower","Yes","Yes",">=10000","<=Level 1","Yes","No","White","Male","16-44",0.426766356134507,0.64,0.54,0.3,0.35,0.35,0.43,0.9,0.463,0.6537,0.557,0.0186228267916515,1.54312929970617e-05
"208","1","higher","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.116455498171681,0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.167,0.0186228267916515,9.70240451982546e-06
"209","1","intermediate","No","Yes",">=10000",">=level 2","No","No","White","Female",">=45",0.388302910547359,0.36,0.46,0.3,0.35,0.65,0.57,0.9,0.463,0.3463,0.276,0.0186228267916515,4.77824618665116e-06
"210","1","higher","No","No",">=10000","<=Level 1","Yes","No","White","Female",">=45",0.536901996726204,0.36,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.167,0.0186228267916515,1.4027114397151e-06
"211","1","higher","Yes","Yes","<10000",">=level 2","No","No","White","Female","16-44",0.147318980187223,0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.463,0.6537,0.167,0.0186228267916515,1.07804494664727e-06
"212","1","intermediate","Yes","Yes","<10000",">=level 2","Yes","Yes","BME","Female",">=45",0.26718571973097,0.36,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.6537,0.276,0.0186228267916515,2.33845378396991e-06
"213","1","intermediate","No","No","<10000",">=level 2","No","No","White","Female","16-44",0.336686413191677,0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.3463,0.276,0.0186228267916515,1.12732107456709e-06
"214","1","higher","No","Yes",">=10000","<=Level 1","No","Yes","BME","Female",">=45",0.723694654553514,0.36,0.46,0.7,0.65,0.65,0.43,0.9,0.463,0.3463,0.167,0.0186228267916515,9.45130130228083e-06
"215","1","lower","Yes","No",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.597462748573758,0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.6537,0.557,0.0186228267916515,1.92537042618577e-05
"216","1","lower","No","No",">=10000","<=Level 1","No","Yes","White","Female","16-44",0.730019161975671,0.64,0.46,0.3,0.65,0.65,0.43,0.9,0.553,0.3463,0.557,0.0186228267916515,2.86863412667892e-05
"217","1","higher","No","No",">=10000",">=level 2","No","No","White","Male",">=45",0.417143435006149,0.36,0.54,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.167,0.0186228267916515,4.05374083119745e-06
"218","1","intermediate","No","No",">=10000",">=level 2","Yes","Yes","BME","Male","16-44",0.3974253031102,0.64,0.54,0.7,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.0186228267916515,2.77909151860669e-05
"219","1","lower","No","Yes","<10000",">=level 2","Yes","Yes","White","Male","16-44",0.458307229258913,0.64,0.54,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.0186228267916515,2.2360706792394e-06
"220","1","higher","Yes","Yes","<10000","<=Level 1","No","No","White","Female","16-44",0.325771145880851,0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.167,0.0186228267916515,8.13261977295312e-07
"221","1","higher","Yes","Yes",">=10000",">=level 2","No","No","BME","Male",">=45",0.284903217263013,0.36,0.54,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.167,0.0186228267916515,1.49490852248398e-05
"222","1","intermediate","No","No",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.621032567511776,0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.276,0.0186228267916515,4.30532818280391e-06
"223","1","intermediate","No","No",">=10000",">=level 2","No","Yes","White","Male","16-44",0.40065901507699,0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.0186228267916515,2.21192998419716e-05
"224","1","higher","No","Yes","<10000",">=level 2","No","No","BME","Female",">=45",0.462415375201654,0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.3463,0.167,0.0186228267916515,7.49566531427162e-07
"225","1","intermediate","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.156245080826887,0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.276,0.0186228267916515,1.88238267330746e-05
"226","1","higher","Yes","No",">=10000",">=level 2","No","Yes","White","Male",">=45",0.27154265321915,0.36,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.6537,0.167,0.0186228267916515,1.42110865713457e-05
"227","1","higher","Yes","No","<10000",">=level 2","No","Yes","BME","Female",">=45",0.326603540127803,0.36,0.46,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.0186228267916515,3.13852529216276e-06
"228","1","higher","Yes","No","<10000","<=Level 1","No","No","White","Male","16-44",0.387522328404993,0.64,0.54,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.167,0.0186228267916515,1.14027745168526e-06
